location,date,value,variable
Brazil,2022-02-01,25634781,New cases
Brazil,2022-02-02,25820745,New cases
Brazil,2022-02-03,26107894,New cases
Brazil,2022-02-04,26326454,New cases
Brazil,2022-02-05,26484546,New cases
Brazil,2022-02-06,26546399,New cases
Brazil,2022-02-07,26616014,New cases
Brazil,2022-02-08,26793497,New cases
Brazil,2022-02-09,26972914,New cases
Brazil,2022-02-10,27135550,New cases
Brazil,2022-02-11,27299336,New cases
Brazil,2022-02-12,27434286,New cases
Brazil,2022-02-13,27492904,New cases
Brazil,2022-02-14,27552267,New cases
Brazil,2022-02-15,27677468,New cases
Brazil,2022-02-16,27819996,New cases
Brazil,2022-02-17,27940119,New cases
Brazil,2022-02-18,28072238,New cases
Brazil,2022-02-19,28177367,New cases
Brazil,2022-02-20,28218180,New cases
Brazil,2022-02-21,28258458,New cases
Brazil,2022-02-22,28361951,New cases
Brazil,2022-02-23,28493336,New cases
France,2020-01-24,2,New cases
France,2020-01-25,3,New cases
France,2020-01-26,3,New cases
France,2020-01-27,3,New cases
France,2020-01-28,4,New cases
France,2020-01-29,5,New cases
France,2020-01-30,5,New cases
France,2020-01-31,5,New cases
France,2020-02-01,6,New cases
France,2020-02-02,6,New cases
France,2020-02-03,6,New cases
France,2020-02-04,6,New cases
France,2020-02-05,6,New cases
France,2020-02-06,6,New cases
France,2020-02-07,6,New cases
France,2020-02-08,11,New cases
France,2020-02-09,11,New cases
France,2020-02-10,11,New cases
France,2020-02-11,11,New cases
France,2020-02-12,11,New cases
France,2020-02-13,11,New cases
France,2020-02-14,11,New cases
France,2020-02-15,12,New cases
France,2020-02-16,12,New cases
France,2020-02-17,12,New cases
France,2020-02-18,12,New cases
France,2020-02-19,12,New cases
France,2020-02-20,12,New cases
France,2020-02-21,12,New cases
France,2020-02-22,12,New cases
France,2020-02-23,12,New cases
France,2020-02-24,12,New cases
France,2020-02-25,14,New cases
France,2020-02-26,18,New cases
France,2020-02-27,38,New cases
France,2020-02-28,57,New cases
France,2020-02-29,100,New cases
France,2020-03-01,130,New cases
France,2020-03-02,191,New cases
France,2020-03-03,212,New cases
France,2020-03-04,288,New cases
France,2020-03-05,426,New cases
France,2020-03-06,616,New cases
France,2020-03-07,948,New cases
France,2020-03-08,1125,New cases
France,2020-03-09,1411,New cases
France,2020-03-10,1783,New cases
France,2020-03-11,2293,New cases
France,2020-03-12,2293,New cases
France,2020-03-13,3678,New cases
France,2020-03-14,4493,New cases
France,2020-03-15,4529,New cases
France,2020-03-16,6680,New cases
France,2020-03-17,7712,New cases
France,2020-03-18,9121,New cases
France,2020-03-19,10962,New cases
France,2020-03-20,12745,New cases
France,2020-03-21,14444,New cases
France,2020-03-22,16739,New cases
France,2020-03-23,20094,New cases
France,2020-03-24,22337,New cases
France,2020-03-25,25292,New cases
France,2020-03-26,29208,New cases
France,2020-03-27,33000,New cases
France,2020-03-28,37648,New cases
France,2020-03-29,40251,New cases
France,2020-03-30,44594,New cases
France,2020-03-31,52229,New cases
France,2020-04-01,57072,New cases
France,2020-04-02,59172,New cases
France,2020-04-03,64395,New cases
France,2020-04-04,47319,New cases
France,2020-04-05,48165,New cases
France,2020-04-06,50823,New cases
France,2020-04-07,47329,New cases
France,2020-04-08,51180,New cases
France,2020-04-09,54964,New cases
France,2020-04-10,56530,New cases
France,2020-04-11,57975,New cases
France,2020-04-12,108720,New cases
France,2020-04-13,111859,New cases
France,2020-04-14,129307,New cases
France,2020-04-15,132514,New cases
France,2020-04-16,145092,New cases
France,2020-04-17,146983,New cases
France,2020-04-18,150787,New cases
France,2020-04-19,151881,New cases
France,2020-04-20,154327,New cases
France,2020-04-21,156993,New cases
France,2020-04-22,158791,New cases
France,2020-04-23,157082,New cases
France,2020-04-24,159893,New cases
France,2020-04-25,161571,New cases
France,2020-04-26,162204,New cases
France,2020-04-27,165890,New cases
France,2020-04-28,169021,New cases
France,2020-04-29,167566,New cases
France,2020-04-30,168784,New cases
France,2020-05-01,169310,New cases
France,2020-05-02,170102,New cases
France,2020-05-03,170463,New cases
France,2020-05-04,171025,New cases
France,2020-05-05,172140,New cases
France,2020-05-06,176276,New cases
France,2020-05-07,177017,New cases
France,2020-05-08,177548,New cases
France,2020-05-09,178076,New cases
France,2020-05-10,178325,New cases
France,2020-05-11,178640,New cases
France,2020-05-12,179393,New cases
France,2020-05-13,179914,New cases
France,2020-05-14,180556,New cases
France,2020-05-15,181069,New cases
France,2020-05-16,181484,New cases
France,2020-05-17,181624,New cases
France,2020-05-18,182068,New cases
France,2020-05-19,182569,New cases
France,2020-05-20,183050,New cases
France,2020-05-21,183317,New cases
France,2020-05-22,184073,New cases
France,2020-05-23,184619,New cases
France,2020-05-24,184180,New cases
France,2020-05-25,184505,New cases
France,2020-05-26,184760,New cases
France,2020-05-27,184933,New cases
France,2020-05-28,188275,New cases
France,2020-05-29,188869,New cases
France,2020-05-30,190663,New cases
France,2020-05-31,190895,New cases
France,2020-06-01,191301,New cases
France,2020-06-02,190654,New cases
France,2020-06-03,187428,New cases
France,2020-06-04,191788,New cases
France,2020-06-05,192369,New cases
France,2020-06-06,192941,New cases
France,2020-06-07,193282,New cases
France,2020-06-08,193556,New cases
France,2020-06-09,194108,New cases
France,2020-06-10,194733,New cases
France,2020-06-11,195097,New cases
France,2020-06-12,195898,New cases
France,2020-06-13,196395,New cases
France,2020-06-14,196785,New cases
France,2020-06-15,196921,New cases
France,2020-06-16,197584,New cases
France,2020-06-17,198073,New cases
France,2020-06-18,198659,New cases
France,2020-06-19,199446,New cases
France,2020-06-20,200065,New cases
France,2020-06-21,200408,New cases
France,2020-06-22,200550,New cases
France,2020-06-23,201248,New cases
France,2020-06-24,201516,New cases
France,2020-06-25,201771,New cases
France,2020-06-26,203034,New cases
France,2020-06-27,203482,New cases
France,2020-06-28,203073,New cases
France,2020-06-29,203718,New cases
France,2020-06-30,204160,New cases
France,2020-07-01,205150,New cases
France,2020-07-02,205689,New cases
France,2020-07-03,206228,New cases
France,2020-07-04,206586,New cases
France,2020-07-05,206598,New cases
France,2020-07-06,207616,New cases
France,2020-07-07,208070,New cases
France,2020-07-08,208892,New cases
France,2020-07-09,209336,New cases
France,2020-07-10,210050,New cases
France,2020-07-11,210301,New cases
France,2020-07-12,210317,New cases
France,2020-07-13,211740,New cases
France,2020-07-14,211802,New cases
France,2020-07-15,212528,New cases
France,2020-07-16,213097,New cases
France,2020-07-17,213921,New cases
France,2020-07-18,214086,New cases
France,2020-07-19,214090,New cases
France,2020-07-20,216001,New cases
France,2020-07-21,216596,New cases
France,2020-07-22,217517,New cases
France,2020-07-23,218753,New cases
France,2020-07-24,219844,New cases
France,2020-07-25,219928,New cases
France,2020-07-26,219932,New cases
France,2020-07-27,222420,New cases
France,2020-07-28,222984,New cases
France,2020-07-29,224454,New cases
France,2020-07-30,225848,New cases
France,2020-07-31,227151,New cases
France,2020-08-01,227213,New cases
France,2020-08-02,227216,New cases
France,2020-08-03,230577,New cases
France,2020-08-04,231546,New cases
France,2020-08-05,233254,New cases
France,2020-08-06,234855,New cases
France,2020-08-07,237237,New cases
France,2020-08-08,237306,New cases
France,2020-08-09,237312,New cases
France,2020-08-10,242029,New cases
France,2020-08-11,243437,New cases
France,2020-08-12,246014,New cases
France,2020-08-13,248684,New cases
France,2020-08-14,251571,New cases
France,2020-08-15,254781,New cases
France,2020-08-16,257801,New cases
France,2020-08-17,258391,New cases
France,2020-08-18,260509,New cases
France,2020-08-19,264296,New cases
France,2020-08-20,269096,New cases
France,2020-08-21,274050,New cases
France,2020-08-22,277524,New cases
France,2020-08-23,282259,New cases
France,2020-08-24,284235,New cases
France,2020-08-25,287667,New cases
France,2020-08-26,287911,New cases
France,2020-08-27,299137,New cases
France,2020-08-28,306695,New cases
France,2020-08-29,312155,New cases
France,2020-08-30,317537,New cases
France,2020-08-31,320559,New cases
France,2020-09-01,325663,New cases
France,2020-09-02,332701,New cases
France,2020-09-03,339820,New cases
France,2020-09-04,348608,New cases
France,2020-09-05,357202,New cases
France,2020-09-06,364217,New cases
France,2020-09-07,368401,New cases
France,2020-09-08,375139,New cases
France,2020-09-09,383716,New cases
France,2020-09-10,393415,New cases
France,2020-09-11,402848,New cases
France,2020-09-12,414184,New cases
France,2020-09-13,420529,New cases
France,2020-09-14,426703,New cases
France,2020-09-15,434529,New cases
France,2020-09-16,444796,New cases
France,2020-09-17,455035,New cases
France,2020-09-18,468256,New cases
France,2020-09-19,481656,New cases
France,2020-09-20,492192,New cases
France,2020-09-21,497731,New cases
France,2020-09-22,507692,New cases
France,2020-09-23,520848,New cases
France,2020-09-24,536753,New cases
France,2020-09-25,552747,New cases
France,2020-09-26,566966,New cases
France,2020-09-27,577601,New cases
France,2020-09-28,581900,New cases
France,2020-09-29,589756,New cases
France,2020-09-30,603998,New cases
France,2020-10-01,617023,New cases
France,2020-10-02,629347,New cases
France,2020-10-03,645861,New cases
France,2020-10-04,658365,New cases
France,2020-10-05,663740,New cases
France,2020-10-06,675050,New cases
France,2020-10-07,693873,New cases
France,2020-10-08,711213,New cases
France,2020-10-09,731910,New cases
France,2020-10-10,758587,New cases
France,2020-10-11,774581,New cases
France,2020-10-12,783296,New cases
France,2020-10-13,796922,New cases
France,2020-10-14,819565,New cases
France,2020-10-15,849322,New cases
France,2020-10-16,874732,New cases
France,2020-10-17,906871,New cases
France,2020-10-18,936708,New cases
France,2020-10-19,950246,New cases
France,2020-10-20,970622,New cases
France,2020-10-21,997419,New cases
France,2020-10-22,1038232,New cases
France,2020-10-23,1080445,New cases
France,2020-10-24,1125710,New cases
France,2020-10-25,1132264,New cases
France,2020-10-26,1204702,New cases
France,2020-10-27,1239160,New cases
France,2020-10-28,1275879,New cases
France,2020-10-29,1322515,New cases
France,2020-10-30,1371988,New cases
France,2020-10-31,1407089,New cases
France,2020-11-01,1453268,New cases
France,2020-11-02,1557975,New cases
France,2020-11-03,1630273,New cases
France,2020-11-04,1583814,New cases
France,2020-11-05,1641166,New cases
France,2020-11-06,1701877,New cases
France,2020-11-07,1788532,New cases
France,2020-11-08,1827094,New cases
France,2020-11-09,1847833,New cases
France,2020-11-10,1870155,New cases
France,2020-11-11,1906216,New cases
France,2020-11-12,1938604,New cases
France,2020-11-13,1962518,New cases
France,2020-11-14,1994475,New cases
France,2020-11-15,2021667,New cases
France,2020-11-16,2031302,New cases
France,2020-11-17,2076663,New cases
France,2020-11-18,2105282,New cases
France,2020-11-19,2125842,New cases
France,2020-11-20,2148944,New cases
France,2020-11-21,2166612,New cases
France,2020-11-22,2179742,New cases
France,2020-11-23,2184496,New cases
France,2020-11-24,2194186,New cases
France,2020-11-25,2210674,New cases
France,2020-11-26,2223575,New cases
France,2020-11-27,2236136,New cases
France,2020-11-28,2248613,New cases
France,2020-11-29,2258376,New cases
France,2020-11-30,2262406,New cases
France,2020-12-01,2270662,New cases
France,2020-12-02,2284733,New cases
France,2020-12-03,2297338,New cases
France,2020-12-04,2308638,New cases
France,2020-12-05,2321520,New cases
France,2020-12-06,2332469,New cases
France,2020-12-07,2335880,New cases
France,2020-12-08,2349699,New cases
France,2020-12-09,2364294,New cases
France,2020-12-10,2378044,New cases
France,2020-12-11,2391450,New cases
France,2020-12-12,2405397,New cases
France,2020-12-13,2416930,New cases
France,2020-12-14,2419993,New cases
France,2020-12-15,2431594,New cases
France,2020-12-16,2449209,New cases
France,2020-12-17,2467463,New cases
France,2020-12-18,2483274,New cases
France,2020-12-19,2500702,New cases
France,2020-12-20,2513560,New cases
France,2020-12-21,2519357,New cases
France,2020-12-22,2531152,New cases
France,2020-12-23,2546081,New cases
France,2020-12-24,2567715,New cases
France,2020-12-25,2587977,New cases
France,2020-12-26,2591070,New cases
France,2020-12-27,2599937,New cases
France,2020-12-28,2602897,New cases
France,2020-12-29,2614292,New cases
France,2020-12-30,2640749,New cases
France,2020-12-31,2660676,New cases
France,2021-01-01,2680034,New cases
France,2021-01-02,2683500,New cases
France,2021-01-03,2695989,New cases
France,2021-01-04,2700011,New cases
France,2021-01-05,2720744,New cases
France,2021-01-06,2745887,New cases
France,2021-01-07,2767590,New cases
France,2021-01-08,2787404,New cases
France,2021-01-09,2807581,New cases
France,2021-01-10,2823525,New cases
France,2021-01-11,2827242,New cases
France,2021-01-12,2846936,New cases
France,2021-01-13,2870788,New cases
France,2021-01-14,2892016,New cases
France,2021-01-15,2913287,New cases
France,2021-01-16,2934693,New cases
France,2021-01-17,2951335,New cases
France,2021-01-18,2955071,New cases
France,2021-01-19,2979094,New cases
France,2021-01-20,3005852,New cases
France,2021-01-21,3028439,New cases
France,2021-01-22,3051731,New cases
France,2021-01-23,3075824,New cases
France,2021-01-24,3094260,New cases
France,2021-01-25,3098500,New cases
France,2021-01-26,3120586,New cases
France,2021-01-27,3147502,New cases
France,2021-01-28,3171272,New cases
France,2021-01-29,3194477,New cases
France,2021-01-30,3218522,New cases
France,2021-01-31,3237858,New cases
France,2021-02-01,3242205,New cases
France,2021-02-02,3265542,New cases
France,2021-02-03,3291904,New cases
France,2021-02-04,3291904,New cases
France,2021-02-05,3337491,New cases
France,2021-02-06,3358077,New cases
France,2021-02-07,3377792,New cases
France,2021-02-08,3382109,New cases
France,2021-02-09,3401113,New cases
France,2021-02-10,3426500,New cases
France,2021-02-11,3447563,New cases
France,2021-02-12,3468264,New cases
France,2021-02-13,3489495,New cases
France,2021-02-14,3506170,New cases
France,2021-02-15,3510546,New cases
France,2021-02-16,3530136,New cases
France,2021-02-17,3555154,New cases
France,2021-02-18,3577655,New cases
France,2021-02-19,3601771,New cases
France,2021-02-20,3624142,New cases
France,2021-02-21,3646188,New cases
France,2021-02-22,3650834,New cases
France,2021-02-23,3671019,New cases
France,2021-02-24,3702538,New cases
France,2021-02-25,3727941,New cases
France,2021-02-26,3753148,New cases
France,2021-02-27,3777258,New cases
France,2021-02-28,3797210,New cases
France,2021-03-01,3801913,New cases
France,2021-03-02,3824770,New cases
France,2021-03-03,3851558,New cases
France,2021-03-04,3876837,New cases
France,2021-03-05,3900344,New cases
France,2021-03-06,3923736,New cases
France,2021-03-07,3945561,New cases
France,2021-03-08,3951063,New cases
France,2021-03-09,3974190,New cases
France,2021-03-10,4003817,New cases
France,2021-03-11,4031850,New cases
France,2021-03-12,4056888,New cases
France,2021-03-13,4086647,New cases
France,2021-03-14,4113075,New cases
France,2021-03-15,4119519,New cases
France,2021-03-16,4149521,New cases
France,2021-03-17,4187989,New cases
France,2021-03-18,4223020,New cases
France,2021-03-19,4258108,New cases
France,2021-03-20,4293435,New cases
France,2021-03-21,4324088,New cases
France,2021-03-22,4339880,New cases
France,2021-03-23,4354558,New cases
France,2021-03-24,4419931,New cases
France,2021-03-25,4465572,New cases
France,2021-03-26,4507441,New cases
France,2021-03-27,4550060,New cases
France,2021-03-28,4587179,New cases
France,2021-03-29,4596273,New cases
France,2021-03-30,4626975,New cases
France,2021-03-31,4686013,New cases
France,2021-04-01,4736672,New cases
France,2021-04-02,4783349,New cases
France,2021-04-03,4783514,New cases
France,2021-04-04,4864143,New cases
France,2021-04-05,4874936,New cases
France,2021-04-06,4882981,New cases
France,2021-04-07,4883903,New cases
France,2021-04-08,4980931,New cases
France,2021-04-09,4981084,New cases
France,2021-04-10,4982487,New cases
France,2021-04-11,5100387,New cases
France,2021-04-12,5108923,New cases
France,2021-04-13,5148036,New cases
France,2021-04-14,5191541,New cases
France,2021-04-15,5229586,New cases
France,2021-04-16,5266028,New cases
France,2021-04-17,5301889,New cases
France,2021-04-18,5331266,New cases
France,2021-04-19,5337962,New cases
France,2021-04-20,5382025,New cases
France,2021-04-21,5416946,New cases
France,2021-04-22,5450346,New cases
France,2021-04-23,5482686,New cases
France,2021-04-24,5515319,New cases
France,2021-04-25,5539824,New cases
France,2021-04-26,5545776,New cases
France,2021-04-27,5576093,New cases
France,2021-04-28,5607632,New cases
France,2021-04-29,5634170,New cases
France,2021-04-30,5658469,New cases
France,2021-05-01,5684139,New cases
France,2021-05-02,5694060,New cases
France,2021-05-03,5697820,New cases
France,2021-05-04,5722191,New cases
France,2021-05-05,5748191,New cases
France,2021-05-06,5769903,New cases
France,2021-05-07,5789027,New cases
France,2021-05-08,5809806,New cases
France,2021-05-09,5818934,New cases
France,2021-05-10,5822226,New cases
France,2021-05-11,5842017,New cases
France,2021-05-12,5863515,New cases
France,2021-05-13,5882976,New cases
France,2021-05-14,5890001,New cases
France,2021-05-15,5905686,New cases
France,2021-05-16,5919712,New cases
France,2021-05-17,5923062,New cases
France,2021-05-18,5940272,New cases
France,2021-05-19,5959322,New cases
France,2021-05-20,5610476,New cases
France,2021-05-21,5623276,New cases
France,2021-05-22,5635887,New cases
France,2021-05-23,5645653,New cases
France,2021-05-24,5647882,New cases
France,2021-05-25,5651037,New cases
France,2021-05-26,5663683,New cases
France,2021-05-27,5677616,New cases
France,2021-05-28,5688884,New cases
France,2021-05-29,5700410,New cases
France,2021-05-30,5709072,New cases
France,2021-05-31,5709432,New cases
France,2021-06-01,5719280,New cases
France,2021-06-02,5720630,New cases
France,2021-06-03,5736184,New cases
France,2021-06-04,5743137,New cases
France,2021-06-05,5749791,New cases
France,2021-06-06,5754971,New cases
France,2021-06-07,5756135,New cases
France,2021-06-08,5762153,New cases
France,2021-06-09,5767710,New cases
France,2021-06-10,5772185,New cases
France,2021-06-11,5776056,New cases
France,2021-06-12,5780028,New cases
France,2021-06-13,5783001,New cases
France,2021-06-14,5783690,New cases
France,2021-06-15,5786925,New cases
France,2021-06-16,5789983,New cases
France,2021-06-17,5792027,New cases
France,2021-06-18,5795208,New cases
France,2021-06-19,5797832,New cases
France,2021-06-20,5799741,New cases
France,2021-06-21,5800228,New cases
France,2021-06-22,5802432,New cases
France,2021-06-23,5804752,New cases
France,2021-06-24,5806759,New cases
France,2021-06-25,5808745,New cases
France,2021-06-26,5810873,New cases
France,2021-06-27,5812507,New cases
France,2021-06-28,5813016,New cases
France,2021-06-29,5816411,New cases
France,2021-06-30,5817787,New cases
France,2021-07-01,5820451,New cases
France,2021-07-02,5823134,New cases
France,2021-07-03,5826140,New cases
France,2021-07-04,5828745,New cases
France,2021-07-05,5829541,New cases
France,2021-07-06,5833126,New cases
France,2021-07-07,5837207,New cases
France,2021-07-08,5841649,New cases
